Content,Host
Jul 29 12:15:30 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:30 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:30 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:30 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 12:15:30 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:30 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:30 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:30 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.53:3260 failed (Connection refused) ;-; Jul 29 12:15:30 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:30 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:30 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:30 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:30 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:30 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:30 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 12:15:30 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.53:3260 failed (Connection refused),scaqae12dv0301m
Jul 29 12:15:33 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:33 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:33 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:33 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 12:15:33 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:33 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:33 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:33 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.53:3260 failed (Connection refused) ;-; Jul 29 12:15:33 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:33 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:33 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:33 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:33 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:33 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:33 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 12:15:33 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.53:3260 failed (Connection refused),scaqae12dv0301m
Jul 29 12:15:36 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:36 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:36 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:36 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 12:15:36 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:36 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:36 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:36 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.53:3260 failed (Connection refused) ;-; Jul 29 12:15:36 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:36 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:36 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:36 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:36 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:36 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:36 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 12:15:36 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.53:3260 failed (Connection refused),scaqae12dv0301m
Jul 29 12:15:39 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:39 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:39 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:39 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 12:15:39 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:39 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:39 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:39 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.53:3260 failed (Connection refused) ;-; Jul 29 12:15:39 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:39 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:39 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:39 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:39 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:39 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:39 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 12:15:39 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.53:3260 failed (Connection refused),scaqae12dv0301m
Jul 29 12:15:42 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:42 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:42 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:42 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 12:15:42 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:42 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:42 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:42 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.53:3260 failed (Connection refused) ;-; Jul 29 12:15:42 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:42 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:42 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:42 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:42 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:42 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:42 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 12:15:42 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.53:3260 failed (Connection refused),scaqae12dv0301m
Jul 29 12:15:45 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:45 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:45 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:45 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 12:15:45 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:45 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:45 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:45 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.53:3260 failed (Connection refused) ;-; Jul 29 12:15:45 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:45 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:45 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:45 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:45 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:45 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:45 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 12:15:45 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.53:3260 failed (Connection refused),scaqae12dv0301m
Jul 29 12:15:48 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:48 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:48 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:48 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 12:15:48 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:48 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:48 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:48 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.53:3260 failed (Connection refused) ;-; Jul 29 12:15:48 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:48 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:48 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:48 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:48 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:48 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:48 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 12:15:48 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.53:3260 failed (Connection refused),scaqae12dv0301m
Jul 29 12:15:51 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:51 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:51 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:51 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 12:15:51 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:51 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:51 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:51 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.53:3260 failed (Connection refused) ;-; Jul 29 12:15:51 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:51 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:51 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.54:3260 failed (Connection refused) ;-; Jul 29 12:15:51 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:51 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:51 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.55:3260 failed (Connection refused) ;-; Jul 29 12:15:51 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 12:15:51 scaqae12dv0301m iscsid: iscsid: connect to 192.170.52.53:3260 failed (Connection refused),scaqae12dv0301m
Jul 29 12:18:03 scaqae12dv0301m multipathd: xvdc: failed to get path uid ;-; Jul 29 12:18:03 scaqae12dv0301m multipathd: xvdb: failed to get path uid,scaqae12dv0301m
Jul 29 12:18:06 scaqae12dv0301m multipathd: xvdd: failed to get path uid ;-; Jul 29 12:18:06 scaqae12dv0301m multipathd: xvda: failed to get path uid,scaqae12dv0301m
Jul 29 12:18:13 scaqae12dv0301m multipathd: xvdc: failed to get path uid ;-; Jul 29 12:18:13 scaqae12dv0301m multipathd: xvdb: failed to get path uid,scaqae12dv0301m
Jul 29 12:18:19 scaqae12dv0301m multipathd: xvda: failed to get path uid ;-; Jul 29 12:18:19 scaqae12dv0301m multipathd: xvdd: failed to get path uid,scaqae12dv0301m
Jul 29 12:18:23 scaqae12dv0301m multipathd: xvdb: failed to get path uid ;-; Jul 29 12:18:23 scaqae12dv0301m multipathd: xvdc: failed to get path uid,scaqae12dv0301m
Jul 29 12:18:32 scaqae12dv0301m multipathd: xvda: failed to get path uid ;-; Jul 29 12:18:32 scaqae12dv0301m multipathd: xvdd: failed to get path uid ;-; Jul 29 12:18:33 scaqae12dv0301m multipathd: xvdb: failed to get path uid ;-; Jul 29 12:18:33 scaqae12dv0301m multipathd: xvdc: failed to get path uid,scaqae12dv0301m
Jul 29 12:18:44 scaqae12dv0301m multipathd: xvda: failed to get path uid ;-; Jul 29 12:18:44 scaqae12dv0301m multipathd: xvdd: failed to get path uid,scaqae12dv0301m
Jul 29 12:19:18 scaqae12dv0301m multipathd: xvdc: failed to get path uid ;-; Jul 29 12:19:18 scaqae12dv0301m multipathd: xvdb: failed to get path uid,scaqae12dv0301m
Jul 29 12:19:21 scaqae12dv0301m multipathd: xvda: failed to get path uid ;-; Jul 29 12:19:21 scaqae12dv0301m multipathd: xvdd: failed to get path uid,scaqae12dv0301m
Jul 29 12:19:28 scaqae12dv0301m multipathd: xvdc: failed to get path uid ;-; Jul 29 12:19:28 scaqae12dv0301m multipathd: xvdb: failed to get path uid,scaqae12dv0301m
Jul 29 12:19:44 scaqae12dv0301m multipathd: xvdb: failed to get path uid ;-; Jul 29 12:19:44 scaqae12dv0301m multipathd: xvdc: failed to get path uid,scaqae12dv0301m
Jul 29 12:19:53 scaqae12dv0301m multipathd: xvdd: failed to get path uid ;-; Jul 29 12:19:53 scaqae12dv0301m multipathd: xvda: failed to get path uid ;-; Jul 29 12:19:54 scaqae12dv0301m multipathd: xvdb: failed to get path uid ;-; Jul 29 12:19:54 scaqae12dv0301m multipathd: xvdc: failed to get path uid,scaqae12dv0301m
Jul 29 12:20:06 scaqae12dv0301m multipathd: xvdd: failed to get path uid ;-; Jul 29 12:20:06 scaqae12dv0301m multipathd: xvda: failed to get path uid,scaqae12dv0301m
Jul 29 13:11:51 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 13:11:51 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.53:3260 failed (Connection refused) ;-; Jul 29 13:11:51 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.52:3260 failed (Connection refused) ;-; Jul 29 13:11:51 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.53:3260 failed (Connection refused),scaqae12dv0301m
Jul 29 13:11:55 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:11:55 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:11:55 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:11:55 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host),scaqae12dv0301m
Jul 29 13:12:04 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:12:04 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:12:04 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:12:04 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host),scaqae12dv0301m
Jul 29 13:12:11 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:12:11 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:12:11 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:12:11 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:12:11 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host),scaqae12dv0301m
Jul 29 13:12:18 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:12:18 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:12:18 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:12:18 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host),scaqae12dv0301m
Jul 29 13:12:25 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:12:25 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:12:25 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:12:25 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:12:25 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host),scaqae12dv0301m
Jul 29 13:12:32 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:12:32 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:12:32 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:12:32 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host),scaqae12dv0301m
Jul 29 13:12:39 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:12:39 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:12:39 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:12:39 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host),scaqae12dv0301m
Jul 29 13:12:46 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:12:46 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:12:46 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:12:46 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:12:46 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host),scaqae12dv0301m
Jul 29 13:12:53 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:12:53 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:12:53 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:12:53 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:12:53 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host),scaqae12dv0301m
Jul 29 13:13:00 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:00 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:00 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:00 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:00 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host),scaqae12dv0301m
Jul 29 13:13:07 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:07 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:07 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:07 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:08 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host),scaqae12dv0301m
Jul 29 13:13:14 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:14 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:14 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:14 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:14 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:14 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:14 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:15 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host),scaqae12dv0301m
Jul 29 13:13:21 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:21 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:21 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:21 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:21 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:21 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host) ;-; Jul 29 13:13:21 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:21 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.54:3260 failed (No route to host) ;-; Jul 29 13:13:22 scaqae12dv0301m iscsid[17061]: iscsid: connect to 192.170.52.55:3260 failed (No route to host),scaqae12dv0301m
